date,state,cases,deaths
2020-07-25,Florida,414503,5776
2020-07-25,New York,415911,32295
2020-07-25,Texas,391609,5002
2020-07-26,Alabama,79294,1473
2020-07-26,Arizona,162041,3313
2020-07-26,California,459338,8451
2020-07-26,Florida,423847,5853
2020-07-26,New York,416443,32305
2020-07-26,Texas,395738,5090
2020-07-27,Alabama,81115,1491
2020-07-27,Arizona,163918,3320
2020-07-27,California,467103,8544
2020-07-27,Florida,432739,5930
2020-07-27,New York,417056,32322
2020-07-27,Texas,402295,6292
2020-07-28,Alabama,82366,1491
2020-07-28,Arizona,165994,3424
2020-07-28,California,474951,8716
2020-07-28,Florida,441969,6116
2020-07-28,New York,417591,32333
2020-07-28,Texas,412849,6518
2020-07-29,Alabama,83782,1538
2020-07-29,Arizona,168361,3470
2020-07-29,California,486039,8884
2020-07-29,Florida,451415,6332
2020-07-29,New York,418302,32342
2020-07-29,Texas,421891,6834
2020-07-30,Alabama,85762,1565
2020-07-30,Arizona,170905,3628
2020-07-30,California,494269,9009
2020-07-30,Florida,461371,6585
2020-07-30,New York,419081,32362
2020-07-30,Texas,432134,6987
2020-07-31,Alabama,87723,1580
2020-07-31,Arizona,174108,3695
2020-07-31,California,502273,9222
2020-07-31,Florida,470378,6842
2020-07-31,New York,419723,32372
2020-07-31,Texas,443090,7273
2020-08-01,Alabama,89349,1603
2020-08-01,Arizona,177019,3753
2020-08-01,California,509507,9365
2020-08-01,Florida,480020,7021
2020-08-01,New York,420477,32390
2020-08-01,Texas,448224,7477
2020-08-02,Alabama,91444,1627
2020-08-02,Arizona,178473,3769
2020-08-02,California,515937,9399
2020-08-02,Florida,487124,7083
2020-08-02,New York,421008,32401
2020-08-02,Texas,454759,7520
2020-08-03,Alabama,92661,1633
2020-08-03,Arizona,179506,3785
2020-08-03,California,522235,9500
2020-08-03,Florida,491876,7156
2020-08-03,New York,421550,32413
2020-08-03,Texas,463541,7697
2020-08-04,Alabama,93702,1666
2020-08-04,Arizona,180537,3850
2020-08-04,California,527258,9696
2020-08-04,Florida,497322,7401
2020-08-04,New York,422296,32422
2020-08-04,Texas,473105,7951
2020-08-05,Alabama,94654,1695
2020-08-05,Arizona,182230,3933
2020-08-05,California,532776,9866
2020-08-05,Florida,502731,7626
2020-08-05,New York,422935,32431
2020-08-05,Texas,482467,8152
2020-08-06,Alabama,96592,1714
2020-08-06,Arizona,183744,4005
2020-08-06,California,541013,10014
2020-08-06,Florida,510381,7746
2020-08-06,New York,423629,32329
2020-08-06,Texas,490102,8400
2020-08-07,Alabama,98301,1735
2020-08-07,Arizona,185104,4085
2020-08-07,California,548142,10197
2020-08-07,Florida,518067,7926
2020-08-07,New York,424349,32336
2020-08-07,Texas,498266,8680
2020-08-08,Alabama,100173,1755
2020-08-08,Arizona,186226,4140
2020-08-08,California,556158,10299
2020-08-08,Florida,526569,8108
2020-08-08,New York,425055,32345
2020-08-08,Texas,504605,8885
2020-08-09,Alabama,101334,1768
2020-08-09,Arizona,187086,4152
2020-08-09,California,563244,10365
2020-08-09,Florida,532798,8185
2020-08-09,New York,425568,32354
2020-08-09,Texas,510392,8984
2020-08-10,Alabama,103020,1797
2020-08-10,Arizona,187634,4157
2020-08-10,California,574267,10460
2020-08-10,Florida,536953,8276
2020-08-10,New York,426046,32361
2020-08-10,Texas,517182,9064
2020-08-11,Alabama,103851,1847
2020-08-11,Arizona,188780,4205
2020-08-11,California,586078,10654
2020-08-11,Florida,542784,8552
2020-08-11,New York,426713,32372
2020-08-11,Texas,524898,9311
2020-08-12,Alabama,104786,1882
2020-08-12,Arizona,189522,4348
2020-08-12,California,595097,10808
2020-08-12,Florida,550893,8764
2020-08-12,New York,427419,32384
2020-08-12,Texas,531825,9645
2020-08-13,Alabama,105557,1890
2020-08-13,Arizona,190850,4385
2020-08-13,California,603212,10995
2020-08-13,Florida,557129,8912
2020-08-13,New York,428155,32399
2020-08-13,Texas,538805,9879
2020-08-14,Alabama,106309,1893
2020-08-14,Arizona,191810,4426
2020-08-14,California,613243,11146
2020-08-14,Florida,563277,9140
2020-08-14,New York,428879,32407
2020-08-14,Texas,547670,10195
2020-08-15,Alabama,107580,1896
2020-08-15,Arizona,192670,4497
2020-08-15,California,621981,11229
2020-08-15,Florida,569629,9344
2020-08-15,New York,429617,32414
2020-08-15,Texas,555343,10379
2020-08-16,Alabama,108433,1898
2020-08-16,Arizona,193554,4509
2020-08-16,California,628508,11245
2020-08-16,Florida,573408,9451
2020-08-16,New York,430226,32424
2020-08-16,Texas,563464,10498
2020-08-17,Alabama,109004,1925
2020-08-17,Arizona,194027,4509
2020-08-17,California,634991,11334
2020-08-17,Florida,576086,9538
2020-08-17,New York,430636,32435
2020-08-17,Texas,569058,10559
2020-08-18,Alabama,110361,1936
2020-08-18,Arizona,194931,4535
2020-08-18,California,640499,11523
2020-08-18,Florida,579924,9757
2020-08-18,New York,431298,32446
2020-08-18,Texas,577220,10798
2020-08-19,Alabama,111478,1944
2020-08-19,Arizona,195568,4643
2020-08-19,California,646742,11686
2020-08-19,Florida,584039,9931
2020-08-19,New York,431924,32451
2020-08-19,Texas,582623,11043
2020-08-20,Alabama,112449,1974
2020-08-20,Arizona,196305,4688
2020-08-20,California,653401,11801
2020-08-20,Florida,588594,10048
2020-08-20,New York,432523,32451
2020-08-20,Texas,587900,11248
2020-08-21,Alabama,113632,1996
2020-08-21,Arizona,196925,4698
2020-08-21,California,659991,11984
2020-08-21,Florida,593278,10167
2020-08-21,New York,433230,32456
2020-08-21,Texas,593405,11483
2020-08-22,Alabama,114532,2011
2020-08-22,Arizona,197909,4760
2020-08-22,California,665325,12137
2020-08-22,Florida,597589,10273
2020-08-22,New York,433881,32464
2020-08-22,Texas,599156,11650
2020-08-23,Alabama,115060,2013
2020-08-23,Arizona,198117,4775
2020-08-23,California,669944,12152
2020-08-23,Florida,600563,10324
2020-08-23,New York,434462,32482
2020-08-23,Texas,602144,11760
2020-08-24,Alabama,116710,2024
2020-08-24,Arizona,198421,4775
2020-08-24,California,676236,12250
2020-08-24,Florida,602821,10396
2020-08-24,New York,434866,32489
2020-08-24,Texas,607621,11824
2020-08-25,Alabama,117242,2037
2020-08-25,Arizona,199293,4796
2020-08-25,California,682320,12409
2020-08-25,Florida,605494,10579
2020-08-25,New York,435495,32495
2020-08-25,Texas,613707,12012
2020-08-26,Alabama,119254,2045
2020-08-26,Arizona,199495,4899
2020-08-26,California,687612,12547
2020-08-26,Florida,608714,10732
2020-08-26,New York,436063,32499
2020-08-26,Texas,619836,12212
2020-08-27,Alabama,121023,2076
2020-08-27,Arizona,200172,4932
2020-08-27,California,692964,12696
2020-08-27,Florida,611983,10867
2020-08-27,New York,436852,32507
2020-08-27,Texas,623647,12444
2020-08-28,Alabama,122185,2107
2020-08-28,Arizona,200694,4980
2020-08-28,California,698391,12836
2020-08-28,Florida,615798,10956
2020-08-28,New York,437487,32515
2020-08-28,Texas,628492,12615
2020-08-29,Alabama,123889,2152
2020-08-29,Arizona,201317,5010
2020-08-29,California,702500,12906
2020-08-29,Florida,618995,11104
2020-08-29,New York,438122,32522
2020-08-29,Texas,633834,12733
2020-08-30,Alabama,125235,2162
2020-08-30,Arizona,201695,5033
2020-08-30,California,706589,12939
2020-08-30,Florida,621578,11118
2020-08-30,New York,438831,32534
2020-08-30,Texas,636547,12807
2020-08-31,Alabama,126058,2182
2020-08-31,Arizona,201866,5031
2020-08-31,California,712543,13020
2020-08-31,Florida,623463,11186
2020-08-31,New York,439480,32541
2020-08-31,Texas,640317,12857
2020-09-01,Alabama,127616,2200
2020-09-01,Arizona,202375,5048
2020-09-01,California,716630,13149
2020-09-01,Florida,631032,11373
2020-09-01,New York,440237,32551
2020-09-01,Texas,645534,13004
2020-09-02,Alabama,128239,2217
2020-09-02,Arizona,202898,5070
2020-09-02,California,722037,13330
2020-09-02,Florida,633434,11500
2020-09-02,New York,440947,32559
2020-09-02,Texas,649844,13185
2020-09-03,Alabama,129285,2233
2020-09-03,Arizona,203964,5133
2020-09-03,California,727403,13497
2020-09-03,Florida,637005,11649
2020-09-03,New York,441835,32567
2020-09-03,Texas,653321,13387
2020-09-04,Alabama,130393,2266
2020-09-04,Arizona,204686,5174
2020-09-04,California,732693,13644
2020-09-04,Florida,640203,11749
2020-09-04,New York,442698,32573
2020-09-04,Texas,658789,13516
2020-09-05,Alabama,131803,2275
2020-09-05,Arizona,205518,5207
2020-09-05,California,737074,13708
2020-09-05,Florida,643859,11810
2020-09-05,New York,443497,32579
2020-09-05,Texas,663246,13660
2020-09-06,Alabama,132314,2276
2020-09-06,Arizona,205772,5221
2020-09-06,California,740233,13730
2020-09-06,Florida,646423,11848
2020-09-06,New York,444226,32585
2020-09-06,Texas,665338,13739
2020-09-07,Alabama,132973,2276
2020-09-07,Arizona,205971,5219
2020-09-07,California,742689,13763
2020-09-07,Florida,648261,11870
2020-09-07,New York,444751,32600
2020-09-07,Texas,666209,13781
2020-09-08,Alabama,133606,2277
2020-09-08,Arizona,206048,5221
2020-09-08,California,746114,13843
2020-09-08,Florida,650084,11914
2020-09-08,New York,445308,32612
2020-09-08,Texas,670427,13855
2020-09-09,Alabama,134417,2285
2020-09-09,Arizona,206548,5253
2020-09-09,California,749197,13990
2020-09-09,Florida,652140,12114
2020-09-09,New York,445881,32611
2020-09-09,Texas,675149,13986
2020-09-10,Alabama,135565,2301
2020-09-10,Arizona,207002,5275
2020-09-10,California,753019,14094
2020-09-10,Florida,654723,12325
2020-09-10,New York,446637,32618
2020-09-10,Texas,677888,13998
2020-09-11,Alabama,136703,2333
2020-09-11,Arizona,207525,5290
2020-09-11,California,757126,14265
2020-09-11,Florida,658373,12501
2020-09-11,New York,447498,32619
2020-09-11,Texas,683295,14279
2020-09-12,Alabama,137646,2350
2020-09-12,Arizona,208128,5316
2020-09-12,California,760582,14333
2020-09-12,Florida,661563,12599
2020-09-12,New York,448347,32625
2020-09-12,Texas,685921,14384
2020-09-13,Alabama,138755,2351
2020-09-13,Arizona,208514,5322
2020-09-13,California,763390,14386
2020-09-13,Florida,663986,12607
2020-09-13,New York,449072,32629
2020-09-13,Texas,689941,14458
2020-09-14,Alabama,139459,2355
2020-09-14,Arizona,208726,5322
2020-09-14,California,767063,14458
2020-09-14,Florida,665722,12641
2020-09-14,New York,449658,32639
2020-09-14,Texas,694547,14508
2020-09-15,Alabama,140160,2387
2020-09-15,Arizona,209215,5346
2020-09-15,California,769918,14606
2020-09-15,Florida,668838,12786
2020-09-15,New York,450425,32655
2020-09-15,Texas,701509,14661
2020-09-16,Alabama,141087,2392
2020-09-16,Arizona,209911,5376
2020-09-16,California,773319,14716
2020-09-16,Florida,671193,12938
2020-09-16,New York,451078,32662
2020-09-16,Texas,706034,14803
2020-09-17,Alabama,141757,2401
2020-09-17,Arizona,211663,5411
2020-09-17,California,776945,14807
2020-09-17,Florida,674448,13085
2020-09-17,New York,451971,32669
2020-09-17,Texas,710423,14909
2020-09-18,Alabama,142863,2428
2020-09-18,Arizona,213663,5455
2020-09-18,California,781437,14912
2020-09-18,Florida,677652,13224
2020-09-18,New York,452764,32682
2020-09-18,Texas,713652,15037
2020-09-19,Alabama,144164,2437
2020-09-19,Arizona,213551,5471
2020-09-19,California,785077,15023
2020-09-19,Florida,681225,13286
2020-09-19,New York,453747,32679
2020-09-19,Texas,716914,15124
2020-09-20,Alabama,144962,2437
2020-09-20,Arizona,214018,5480
2020-09-20,California,788078,15018
2020-09-20,Florida,683746,13295
2020-09-20,New York,454612,32686
2020-09-20,Texas,722460,15159
2020-09-21,Alabama,145780,2439
2020-09-21,Arizona,214251,5482
2020-09-21,California,792220,15069
2020-09-21,Florida,685431,13316
2020-09-21,New York,455187,32691
2020-09-21,Texas,744736,15212
2020-09-22,Alabama,146584,2457
2020-09-22,Arizona,214846,5501
2020-09-22,California,795080,15209
2020-09-22,Florida,687901,13415
2020-09-22,New York,455938,32690
2020-09-22,Texas,749069,15322
2020-09-23,Alabama,147153,2488
2020-09-23,Arizona,215284,5526
2020-09-23,California,798351,15313
2020-09-23,Florida,690491,13617
2020-09-23,New York,456604,32691
2020-09-23,Texas,753551,15455
2020-09-24,Alabama,148206,2506
2020-09-24,Arizona,215852,5560
2020-09-24,California,801674,15389
2020-09-24,Florida,693032,13794
2020-09-24,New York,457557,32696
2020-09-24,Texas,758379,15587
2020-09-25,Alabama,150658,2491
2020-09-25,Arizona,216367,5588
2020-09-25,California,805736,15533
2020-09-25,Florida,695879,13914
2020-09-25,New York,458466,32708
2020-09-25,Texas,761644,15637
2020-09-26,Alabama,151591,2501
2020-09-26,Arizona,216826,5623
2020-09-26,California,809215,15588
2020-09-26,Florida,698674,14021
2020-09-26,New York,459472,32713
2020-09-26,Texas,764642,15792
2020-09-27,Alabama,152321,2502
2020-09-27,Arizona,217237,5623
2020-09-27,California,811699,15608
2020-09-27,Florida,700556,14031
2020-09-27,New York,460340,32722
2020-09-27,Texas,770539,15831
2020-09-28,Alabama,152983,2501
2020-09-28,Arizona,217513,5624
2020-09-28,California,814797,15641
2020-09-28,Florida,701294,14036
2020-09-28,New York,461176,32737
2020-09-28,Texas,773679,15898
2020-09-29,Alabama,153554,2517
2020-09-29,Arizona,218185,5632
2020-09-29,California,817940,15791
2020-09-29,Florida,704560,14142
2020-09-29,New York,462364,32743
2020-09-29,Texas,780543,15994
2020-09-30,Alabama,154701,2540
2020-09-30,Arizona,218511,5654
2020-09-30,California,821126,15898
2020-09-30,Florida,706508,14316
2020-09-30,New York,463369,32757
2020-09-30,Texas,784027,16102
2020-10-01,Alabama,155744,2548
2020-10-01,Arizona,219214,5674
2020-10-01,California,824307,15989
2020-10-01,Florida,709136,14443
2020-10-01,New York,464752,32768
2020-10-01,Texas,788066,16220
2020-10-02,Alabama,156698,2550
2020-10-02,Arizona,219778,5693
2020-10-02,California,828365,16074
2020-10-02,Florida,711796,14553
2020-10-02,New York,466353,32789
2020-10-02,Texas,793962,16307
2020-10-03,Alabama,158380,2558
2020-10-03,Arizona,220403,5705
2020-10-03,California,831495,16122
2020-10-03,Florida,714583,14627
2020-10-03,New York,468081,32794
2020-10-03,Texas,799411,16440
2020-10-04,Alabama,159169,2558
2020-10-04,Arizona,220757,5706
2020-10-04,California,834636,16150
2020-10-04,Florida,716451,14670
2020-10-04,New York,469307,32813
2020-10-04,Texas,802440,16471
2020-10-05,Alabama,159713,2559
2020-10-05,Arizona,221091,5707
2020-10-05,California,837722,16179
2020-10-05,Florida,717866,14711
2020-10-05,New York,470244,32827
2020-10-05,Texas,806535,16519
2020-10-06,Alabama,160477,2580
2020-10-06,Arizona,221937,5713
2020-10-06,California,840324,16251
2020-10-06,Florida,720117,14766
2020-10-06,New York,471638,32836
2020-10-06,Texas,811191,16622
2020-10-07,Alabama,161418,2601
2020-10-07,Arizona,222558,5733
2020-10-07,California,843734,16358
2020-10-07,Florida,722699,14903
2020-10-07,New York,472994,32850
2020-10-07,Texas,817166,16747
2020-10-08,Alabama,161975,2637
2020-10-08,Arizona,223407,5743
2020-10-08,California,847385,16425
2020-10-08,Florida,726005,15067
2020-10-08,New York,474829,32859
2020-10-08,Texas,821732,16853
2020-10-09,Alabama,163465,2653
2020-10-09,Arizona,224101,5746
2020-10-09,California,851229,16502
2020-10-09,Florida,728913,15185
2020-10-09,New York,476422,32867
2020-10-09,Texas,826241,16955
2020-10-10,Alabama,164526,2664
2020-10-10,Arizona,224985,5759
2020-10-10,California,854303,16568
2020-10-10,Florida,728913,15185
2020-10-10,New York,477870,32875
2020-10-10,Texas,829758,17019
2020-10-11,Alabama,165342,2664
2020-10-11,Arizona,225575,5759
2020-10-11,California,857077,16581
2020-10-11,Florida,734483,15363
2020-10-11,New York,479013,32879
2020-10-11,Texas,832750,17047
2020-10-12,Alabama,166076,2665
2020-10-12,Arizona,226072,5759
2020-10-12,California,859960,16594
2020-10-12,Florida,736016,15411
2020-10-12,New York,480045,32896
2020-10-12,Texas,836807,17073
2020-10-13,Alabama,167193,2665
2020-10-13,Arizona,226749,5767
2020-10-13,California,863614,16650
2020-10-13,Florida,738741,15530
2020-10-13,New York,481436,32905
2020-10-13,Texas,842316,17165
2020-10-14,Alabama,167977,2706
2020-10-14,Arizona,227660,5772
2020-10-14,California,867094,16752
2020-10-14,Florida,741624,15594
2020-10-14,New York,482671,32916
2020-10-14,Texas,848168,17276
2020-10-15,Alabama,169162,2756
2020-10-15,Arizona,228748,5789
2020-10-15,California,870380,16839
2020-10-15,Florida,744980,15735
2020-10-15,New York,484135,32935
2020-10-15,Texas,853977,17362
2020-10-16,Alabama,170374,2786
2020-10-16,Arizona,229508,5806
2020-10-16,California,874102,16901
2020-10-16,Florida,748429,15829
2020-10-16,New York,485838,32944
2020-10-16,Texas,859567,17454
2020-10-17,Alabama,171662,2788
2020-10-17,Arizona,230412,5824
2020-10-17,California,876258,16940
2020-10-17,Florida,752473,15916
2020-10-17,New York,487626,32959
2020-10-17,Texas,863993,17518
2020-10-18,Alabama,172626,2788
2020-10-18,Arizona,231149,5827
2020-10-18,California,878395,16979
2020-10-18,Florida,755012,15966
2020-10-18,New York,489016,32972
2020-10-18,Texas,869376,17541
2020-10-19,Alabama,173485,2789
2020-10-19,Arizona,231933,5830
2020-10-19,California,882666,16987
2020-10-19,Florida,756719,16020
2020-10-19,New York,490015,32990
2020-10-19,Texas,874080,17564
2020-10-20,Alabama,174528,2805
2020-10-20,Arizona,232939,5837
2020-10-20,California,887094,17067
2020-10-20,Florida,760381,16104
2020-10-20,New York,491216,32998
2020-10-20,Texas,879949,17644
2020-10-21,Alabama,175674,2828
2020-10-21,Arizona,233948,5854
2020-10-21,California,890154,17189
2020-10-21,Florida,762525,16209
2020-10-21,New York,493245,33005
2020-10-21,Texas,886421,17743
2020-10-22,Alabama,177064,2843
2020-10-22,Arizona,234914,5859
2020-10-22,California,896427,17266
2020-10-22,Florida,768083,16266
2020-10-22,New York,494874,33022
2020-10-22,Texas,891714,17760
2020-10-23,Alabama,180916,2859
2020-10-23,Arizona,235910,5865
2020-10-23,California,902328,17316
2020-10-23,Florida,771772,16339
2020-10-23,New York,496510,33038
2020-10-23,Texas,899390,17874
2020-10-24,Alabama,183276,2866
2020-10-24,Arizona,236898,5870
2020-10-24,California,906645,17345
2020-10-24,Florida,776243,16416
2020-10-24,New York,498568,33049
2020-10-24,Texas,906657,17998
2020-10-25,Alabama,184355,2866
2020-10-25,Arizona,238200,5874
2020-10-25,California,909345,17358
2020-10-25,Florida,778628,16428
2020-10-25,New York,500201,33059
2020-10-25,Texas,910592,18042
2020-10-26,Alabama,185322,2866
2020-10-26,Arizona,239193,5875
2020-10-26,California,913707,17398
2020-10-26,Florida,782005,16448
2020-10-26,New York,501393,33073
2020-10-26,Texas,917240,18077
2020-10-27,Alabama,186437,2892
2020-10-27,Arizona,240158,5891
2020-10-27,California,918635,17478
2020-10-27,Florida,786303,16504
2020-10-27,New York,503387,33092
2020-10-27,Texas,924475,18155
2020-10-28,Alabama,187706,2911
2020-10-28,Arizona,241259,5906
2020-10-28,California,922685,17541
2020-10-28,Florida,790418,16570
2020-10-28,New York,505416,33107
2020-10-28,Texas,932245,18251
2020-10-29,Alabama,189149,2914
2020-10-29,Arizona,242510,5920
2020-10-29,California,926910,17567
2020-10-29,Florida,794616,16647
2020-10-29,New York,507913,33128
2020-10-29,Texas,939355,18372
2020-10-30,Alabama,190496,2932
2020-10-30,Arizona,244099,5934
2020-10-30,California,931843,17627
2020-10-30,Florida,800208,16719
2020-10-30,New York,510171,33143
2020-10-30,Texas,946023,18477
2020-10-31,Alabama,192285,2967
2020-10-31,Arizona,245962,5979
2020-10-31,California,935262,17661
2020-10-31,Florida,802539,16760
2020-10-31,New York,512223,33152
2020-10-31,Texas,953451,18549
2020-11-01,Alabama,193985,2973
2020-11-01,Arizona,247484,5981
2020-11-01,California,938897,17671
2020-11-01,Florida,807404,16788
2020-11-01,New York,514482,33174
2020-11-01,Texas,957789,18582
2020-11-02,Alabama,194892,2973
2020-11-02,Arizona,248293,5982
2020-11-02,California,944148,17700
2020-11-02,Florida,812055,16833
2020-11-02,New York,516114,33187
2020-11-02,Texas,965780,18626
2020-11-03,Alabama,195929,2987
2020-11-03,Arizona,249841,6022
2020-11-03,California,949390,17751
2020-11-03,Florida,816692,16889
2020-11-03,New York,518431,33198
2020-11-03,Texas,974292,18722
2020-11-04,Alabama,197777,3006
2020-11-04,Arizona,250853,6059
2020-11-04,California,954629,17818
2020-11-04,Florida,821115,16921
2020-11-04,New York,520557,33222
2020-11-04,Texas,984919,18870
2020-11-05,Alabama,199158,3026
2020-11-05,Arizona,252843,6087
2020-11-05,California,960905,17866
2020-11-05,Florida,827372,16960
2020-11-05,New York,523559,33247
2020-11-05,Texas,993894,19000
2020-11-06,Alabama,200714,3049
2020-11-06,Arizona,254961,6111
2020-11-06,California,967618,17939
2020-11-06,Florida,832617,17013
2020-11-06,New York,526767,33267
2020-11-06,Texas,1003908,19125
2020-11-07,Alabama,202482,3082
2020-11-07,Arizona,257384,6147
2020-11-07,California,972821,17964
2020-11-07,Florida,837069,17099
2020-11-07,New York,530354,33287
2020-11-07,Texas,1009837,19219
2020-11-08,Alabama,203687,3084
2020-11-08,Arizona,259299,6164
2020-11-08,California,978861,17975
2020-11-08,Florida,843889,17120
2020-11-08,New York,533784,33314
2020-11-08,Texas,1016772,19256
2020-11-09,Alabama,204857,3084
2020-11-09,Arizona,260646,6164
2020-11-09,California,985623,18035
2020-11-09,Florida,847813,17178
2020-11-09,New York,536933,33343
2020-11-09,Texas,1026570,19298
2020-11-10,Alabama,206567,3120
2020-11-10,Arizona,263445,6198
2020-11-10,California,994366,18073
2020-11-10,Florida,852166,17247
2020-11-10,New York,540897,33373
2020-11-10,Texas,1038214,19423
2020-11-11,Alabama,208637,3201
2020-11-11,Arizona,265195,6228
2020-11-11,California,999516,18109
2020-11-11,Florida,858004,17299
2020-11-11,New York,545718,33398
2020-11-11,Texas,1051071,19544
2020-11-12,Alabama,210637,3213
2020-11-12,Arizona,266644,6240
2020-11-12,California,1009216,18141
2020-11-12,Florida,863611,17371
2020-11-12,New York,550516,33424
2020-11-12,Texas,1060798,19705
2020-11-13,Alabama,213617,3231
2020-11-13,Arizona,270596,6257
2020-11-13,California,1019080,18218
2020-11-13,Florida,870544,17444
2020-11-13,New York,555917,33452
2020-11-13,Texas,1073382,19917
2020-11-14,Alabama,215843,3246
2020-11-14,Arizona,273400,6300
2020-11-14,California,1027044,18254
2020-11-14,Florida,875088,17488
2020-11-14,New York,561308,33477
2020-11-14,Texas,1083132,20035
2020-11-15,Alabama,217822,3248
2020-11-15,Arizona,275523,6302
2020-11-15,California,1036008,18265
2020-11-15,Florida,885193,17517
2020-11-15,New York,564952,33508
2020-11-15,Texas,1090500,20110
2020-11-16,Alabama,219232,3249
2020-11-16,Arizona,277179,6302
2020-11-16,California,1047390,18304
2020-11-16,Florida,889856,17558
2020-11-16,New York,568450,33540
2020-11-16,Texas,1101781,20157
2020-11-17,Alabama,220848,3301
2020-11-17,Arizona,281284,6320
2020-11-17,California,1058123,18360
2020-11-17,Florida,897315,17643
2020-11-17,New York,573544,33576
2020-11-17,Texas,1112676,20278
2020-11-18,Alabama,223486,3347
2020-11-18,Arizona,284554,6365
2020-11-18,California,1069544,18467
2020-11-18,Florida,905240,17730
2020-11-18,New York,578826,33607
2020-11-18,Texas,1125898,20471
2020-11-19,Alabama,225910,3419
2020-11-19,Arizona,288807,6384
2020-11-19,California,1082705,18555
2020-11-19,Florida,914325,17809
2020-11-19,New York,584128,33648
2020-11-19,Texas,1139676,20689
2020-11-20,Alabama,228373,3451
2020-11-20,Arizona,292880,6427
2020-11-20,California,1096427,18649
2020-11-20,Florida,923410,17888
2020-11-20,New York,589605,33696
2020-11-20,Texas,1153363,20872
2020-11-21,Alabama,230708,3457
2020-11-21,Arizona,296997,6459
2020-11-21,California,1109869,18709
2020-11-21,Florida,931819,17929
2020-11-21,New York,595581,33737
2020-11-21,Texas,1164267,21004
2020-11-22,Alabama,232506,3457
2020-11-22,Arizona,299698,6464
2020-11-22,California,1118673,18726
2020-11-22,Florida,938406,17990
2020-11-22,New York,600967,33767
2020-11-22,Texas,1172761,21083
2020-11-23,Alabama,234080,3459
2020-11-23,Arizona,303188,6465
2020-11-23,California,1136498,18768
2020-11-23,Florida,944737,18084
2020-11-23,New York,606878,33804
2020-11-23,Texas,1183834,21144
2020-11-24,Alabama,236865,3472
2020-11-24,Arizona,307943,6515
2020-11-24,California,1153032,18875
2020-11-24,Florida,953292,18156
2020-11-24,New York,611756,33847
2020-11-24,Texas,1204366,21338
2020-11-25,Alabama,239318,3532
2020-11-25,Arizona,311727,6529
2020-11-25,California,1167176,18982
2020-11-25,Florida,961668,18253
2020-11-25,New York,618023,33890
2020-11-25,Texas,1219283,21536
2020-11-26,Alabama,241957,3572
2020-11-26,Arizona,314326,6568
2020-11-26,California,1176159,19025
2020-11-26,Florida,961668,18253
2020-11-26,New York,624961,33959
2020-11-26,Texas,1223893,21709
2020-11-27,Alabama,242874,3572
2020-11-27,Arizona,318695,6588
2020-11-27,California,1193089,19100
2020-11-27,Florida,979012,18362
2020-11-27,New York,633140,34004
2020-11-27,Texas,1228514,21762
2020-11-28,Alabama,244993,3572
2020-11-28,Arizona,322774,6624
2020-11-28,California,1206296,19132
2020-11-28,Florida,985289,18441
2020-11-28,New York,639200,34049
2020-11-28,Texas,1234740,21847
2020-11-29,Alabama,247229,3577
2020-11-29,Arizona,325995,6635
2020-11-29,California,1219511,19151
2020-11-29,Florida,992652,18499
2020-11-29,New York,645932,34101
2020-11-29,Texas,1246883,21900
2020-11-30,Alabama,249524,3578
2020-11-30,Arizona,327046,6640
2020-11-30,California,1237238,19209
2020-11-30,Florida,999311,18596
2020-11-30,New York,652748,34150
2020-11-30,Texas,1261943,21968
2020-12-01,Alabama,252900,3638
2020-12-01,Arizona,338254,6692
2020-12-01,California,1253905,19327
2020-12-01,Florida,1008158,18678
2020-12-01,New York,660041,34222
2020-12-01,Texas,1275295,22204
2020-12-02,Alabama,256828,3711
2020-12-02,Arizona,342925,6755
2020-12-02,California,1272079,19440
2020-12-02,Florida,1018152,18775
2020-12-02,New York,669016,34286
2020-12-02,Texas,1293839,22422
2020-12-03,Alabama,260359,3776
2020-12-03,Arizona,348134,6834
2020-12-03,California,1293937,19586
2020-12-03,Florida,1029022,18873
2020-12-03,New York,678869,34346
2020-12-03,Texas,1311751,22645
2020-12-04,Alabama,264199,3831
2020-12-04,Arizona,355054,6885
2020-12-04,California,1318188,19791
2020-12-04,Florida,1039199,18993
2020-12-04,New York,690143,34409
2020-12-04,Texas,1325855,22890
2020-12-05,Alabama,267589,3877
2020-12-05,Arizona,361186,6940
2020-12-05,California,1343193,19876
2020-12-05,Florida,1049630,19083
2020-12-05,New York,700902,34488
2020-12-05,Texas,1337030,23111
2020-12-06,Alabama,269877,3889
2020-12-06,Arizona,364276,6950
2020-12-06,California,1371985,19937
2020-12-06,Florida,1058066,19176
2020-12-06,New York,710612,34552
2020-12-06,Texas,1346249,23187
2020-12-07,Alabama,272229,3892
2020-12-07,Arizona,366364,6950
2020-12-07,California,1399239,20052
2020-12-07,Florida,1065777,19281
2020-12-07,New York,718991,34637
2020-12-07,Texas,1361070,23258
2020-12-08,Alabama,276665,3942
2020-12-08,Arizona,379662,6985
2020-12-08,California,1425501,20238
2020-12-08,Florida,1073762,19377
2020-12-08,New York,728010,34723
2020-12-08,Texas,1374960,23439
2020-12-09,Alabama,280187,3985
2020-12-09,Arizona,384241,7081
2020-12-09,California,1457273,20466
2020-12-09,Florida,1083354,19461
2020-12-09,New York,738947,34799
2020-12-09,Texas,1390227,23727
2020-12-10,Alabama,284922,4034
